Column,Key,Value
"PRDTIND2","10","Transportation equipment manufacturing"
"PRDTIND2","11","Wood products"
"PRDTIND2","12","Furniture and fixtures manufacturing"
"PRDTIND2","13","Miscellaneous and not specified manufacturing"
"PRDTIND2","14","Food manufacturing"
"PRDTIND2","15","Beverage and tobacco products"
"PRDTIND2","16","Textile, apparel, and leather manufacturing"
"PRDTIND2","17","Paper and printing"
"PRDTIND2","18","Petroleum and coal products manufacturing"
"PRDTIND2","19","Chemical manufacturing"
"PRDTIND2","20","Plastics and rubber products"
"PRDTIND2","21","Wholesale trade"
"PRDTIND2","22","Retail trade"
"PRDTIND2","23","Transportation and warehousing"
"PRDTIND2","24","Utilities"
"PRDTIND2","25","Publishing industries (except internet)"
"PRDTIND2","26","Motion picture and sound recording industries"
"PRDTIND2","27","Broadcasting (except internet)"
"PRDTIND2","28","Internet publishing and broadcasting"
"PRDTIND2","29","Telecommunications"
"PRDTIND2","30","Internet service providers and data processing services"
"PRDTIND2","31","Other information services"
"PRDTIND2","32","Finance"
"PRDTIND2","33","Insurance"
"PRDTIND2","34","Real estate"
"PRDTIND2","35","Rental and leasing services"
"PRDTIND2","36","Professional, scientific, and technical services"
"PRDTIND2","37","Management of companies and enterprises"
"PRDTIND2","38","Administrative and support services"
"PRDTIND2","39","Waste management and remediation services"
"PRDTIND2","40","Educational services"
"PRDTIND2","41","Hospitals"
"PRDTIND2","42","Health care services, except hospitals"
"PRDTIND2","43","Social assistance services"
"PRDTIND2","44","Arts, entertainment, and recreation"
"PRDTIND2","45","Accommodation"
"PRDTIND2","46","Food services and drinking places"
"PRDTIND2","47","Repair and maintenance"
"PRDTIND2","48","Personal and laundry services"
"PRDTIND2","49","Membership associations and organizations"
"PRDTIND2","50","Private households"
"PRDTIND2","51","Public administration"
"PRDTIND2","52","Armed forces"
"PRDTOCC1","1","Management occupations"
"PRDTOCC1","2","Business and financial operations occupations"
"PRDTOCC1","3","Computer and mathematical occupations"
"PRDTOCC1","4","Architecture and engineering occupations"
"PRDTOCC1","5","Life, physical, and social science occupations"
"PRDTOCC2","1","Management occupations"
"PRDTOCC2","2","Business and financial operations occupations"
"PRDTOCC2","3","Computer and mathematical occupations"
"PRDTOCC2","4","Architecture and engineering occupations"
"PRDTOCC2","5","Life, physical, and social science occupations"
"PRDTOCC2","6","Community and social service occupations"
"PRDTOCC2","7","Legal occupations"
"PRDTOCC2","8","Education instruction and library occupations"
"PRDTOCC2","9","Arts, design, entertainment, sports, and media 					occupations"
"PRDTOCC2","10","Healthcare practitioner and technical occupations"
"PRDTOCC2","11","Healthcare support occupations"
"PRDTOCC2","12","Protective service occupations"
"PRDTOCC2","13","Food preparation and serving related occupations"
"PRDTOCC2","14","Building and grounds cleaning and maintenance"
"PRDTOCC2","15","Personal care and service occupations"
"PRDTOCC2","16","Sales and related occupations"
"PRDTOCC2","17","Office and administrative support occupations"
"PRDTOCC2","18","Farming, fishing, and forestry occupations"
"PRDTOCC2","19","Construction and extraction occupations"
"PRDTOCC2","20","Installation, maintenance, and repair occupations"
"PRDTOCC2","21","Production occupations"
"PRDTOCC2","22","Transportation and material moving occupations"
"PRDTOCC2","23","Armed Forces"
"PRMJIND1","1","Agriculture, forestry, fishing, and hunting"
"PRMJIND1","2","Mining"
"PRMJIND1","3","Construction"
"PRMJIND1","4","Manufacturing"
"PRMJIND1","5","Wholesale and retail trade"
"PRMJIND1","6","Transportation and utilities"
"PRMJIND1","7","Information"
"PRMJIND1","8","Financial activities"
"PRMJIND1","9","Professional and business services"
"PRMJIND1","10","Educational and health services"
"PRMJIND1","11","Leisure and hospitality"
"PRMJIND1","12","Other services"
"PRMJIND1","13","Public administration"
"PRMJIND1","14","Armed Forces"
"PRMJIND2","1","Agriculture, forestry, fishing, and hunting"
"PRMJIND2","2","Mining"
"PRMJIND2","3","Construction"
"PRMJIND2","4","Manufacturing"
"PRMJIND2","5","Wholesale and retail trade"
"PRMJIND2","6","Transportation and utilities"
"PRMJIND2","7","Information"
"PRMJIND2","8","Financial activities"
"PRMJIND2","9","Professional and business services"
"PRMJIND2","10","Educational and health services"
"PRMJIND2","11","Leisure and hospitality"
"PRMJIND2","12","Other services"
"PRMJIND2","13","Public administration"
"PRMJIND2","14","Armed Forces"
"PRMJOCC1","1","Management, business, and financial occupations"
"PRMJOCC1","2","Professional and related occupations"
"PRMJOCC1","3","Service occupations"
"PRMJOCC1","4","Sales and related occupations"
"PRMJOCC1","5","Office and administrative support occupations"
"PRMJOCC1","6","Farming, fishing, and forestry occupations"
"PRMJOCC1","7","Construction and extraction occupations"
"PRMJOCC1","8","Installation, maintenance, and repair occupations"
"PRMJOCC1","9","Production occupations"
"PRMJOCC1","10","Transportation and material moving occupations"
"PRMJOCC1","11","Armed Forces"
"PRMJOCC2","1","Management, business, and financial occupations"
"PRMJOCC2","2","Professional and related occupations"
"PRMJOCC2","3","Service occupations"
"PRMJOCC2","4","Sales and related occupations"
"PRMJOCC2","5","Office and administrative support occupations"
"PRMJOCC2","6","Farming, fishing, and forestry occupations"
"PRMJOCC2","7","Construction and extraction occupations"
"PRMJOCC2","8","Installation, maintenance, and repair occupations"
"PRMJOCC2","9","Production occupations"
"PRMJOCC2","10","Transportation and material moving occupations"
"PRMJOCC2","11","Armed Forces"
"PRMJOCGR","1","Management, professional, and related occupations"
"PRMJOCGR","2","Service occupations"
"PRMJOCGR","3","Sales and office occupations"
"PRMJOCGR","4","Farming, fishing, and forestry occupations"
"PRMJOCGR","5","Construction, and maintenance occupations"
"PRMJOCGR","6","Production, transportation, and material moving"
"PRMJOCGR","7","Armed Forces"
"PRNAGPWS","1","SINGLE JOBHOLDER"
"PRNAGPWS","2","MULTIPLE JOBHOLDER"
"PRERELG","0","NOT ELIGIBLE FOR EDIT"
"PRERELG","1","ELIGIBLE FOR EDIT"
"PEERNUOT","1","YES"
"PEERNUOT","2","NO"
"PEERNPER","1","HOURLY"
"PEERNPER","2","WEEKLY"
"PEERNPER","3","BI-WEEKLY"
"PEERNPER","4","TWICE MONTHLY"
"PEERNPER","5","MONTHLY"
"PEERNPER","6","ANNUALLY"
"PEERNPER","7","OTHER  SPECIFY"
"PEERNRT","1","YES"
"PEERNRT","2","NO"
"PEERNHRY","1","HOURLY WORKER"
"PEERNHRY","2","NONHOURLY WORKER"
"PUERNH1C","0","MIN VALUE"
"PUERNH1C","9999","MAX VALUE (Subject to topcoding based on the entry in PEERNHRO such 								that PEERNHRO x PUERNHIC < or = 2884.61)"
"PEERNH2","0","MIN VALUE"
"PEERNH2","9999","MAX VALUE ( Subject to topcoding based on the in PEERNHRO such"
"PEERNH2","2","< or = 2884.61)"
"PEERNH1O","0","MIN VALUE"
"PEERNH1O","9999","MAX VALUE (Subject to topcoding based on the entry in PEERNHRO"
"PEERNH1O","2884",".61)"
"PRERNHLY","0","MIN VALUE"
"PRERNHLY","9999","MAX VALUE (Subject to topcoding based on the entry in PEERNHRO"
"PRERNHLY","2884",".61)"
"PTHR","0","NOT TOPCODED"
"PTHR","1","TOPCODED"
"PEERNHRO","0","MIN VALUE"
"PEERNHRO","99","MAX VALUE"
"PRERNWA","0","MIN VALUE"
"PRERNWA","288461","MAX VALUE"
"PEERN","0","MIN VALUE"
"PEERN","288461","MAX VALUE"
"PUERN2","0","MIN VALUE"
"PUERN2","288461","MAX VALUE"
"PTOT","0","NOT TOPCODED"
"PTOT","1","TOPCODED"
"PEERNWKP","01","MIN VALUE"
"PEERNWKP","52","MAX VALUE"
"PEERNLAB","1","YES"
"PEERNLAB","2","NO"
"PEERNCOV","1","YES"
"PEERNCOV","2","NO"
"PENLFJH","1","WITHIN THE LAST 12 MONTHS"
"PENLFJH","2","MORE THAN 12 MONTHS AGO"
"PENLFJH","3","NEVER WORKED"
"PENLFRET","1","YES"
"PENLFRET","2","NO"
"PENLFACT","1","DISABLED"
"PENLFACT","2","ILL"
"PENLFACT","3","IN SCHOOL"
"PENLFACT","4","TAKING CARE OF HOUSE OR FAMILY"
"PENLFACT","5","IN RETIREMENT"
"PENLFACT","6","SOMETHING ELSE/OTHER"
"PUNLFCK1","1","IF AGERNG EQUALS 1-4 OR 9"
"PUNLFCK1","2","ALL OTHERS GOT NLFRET"
"PUNLFCK2","1","IF MISCK EQUALS 4 OR 8 THEN GOTO NLFJH"
"PUNLFCK2","2","ALL OTHERS GOTO LBFR-END"
"PESCHENR","1","YES"
"PESCHENR","2","NO"
"PESCHFT","1","FULL-TIME"
"PESCHFT","2","PART-TIME"
"PESCHLVL","1","HIGH SCHOOL"
"PESCHLVL","2","COLLEGE OR UNIVERSITY"
"PRNLFSCH","1","IN SCHOOL"
"PRNLFSCH","2","NOT IN SCHOOL"
"PRCHLD","-1","NIU (Not a parent)"
"PRCHLD","0","No own children under 18 years of age"
"PRCHLD","1","All own children  0- 2 years of age"
"PRCHLD","2","All own children  3- 5 years of age"
"PRCHLD","3","All own children  6-13 years of age"
"PRCHLD","4","All own children 14-17 years of age"
"PRCHLD","5","Own children  0- 2 and  3- 5 years of age (none  6-17)"
"PRCHLD","6","Own children  0- 2 and  6-13 years of age (none  3- 5 or 14-17)"
"PRNMCHLD","-1","NIU (Not a parent)"
"PRNMCHLD","0",":99 Number of own children under 18 years of age"
"PRNMCHLD","00","VALUE NO CHANGE"
"PRNMCHLD","01","BLANK NO CHANGE"
"PRNMCHLD","02","DON'T KNOW NO CHANGE"
"PRNMCHLD","03","REFUSED NO CHANGE"
"PRNMCHLD","10","VALUE TO VALUE"
"PRNMCHLD","11","BLANK TO VALUE"
"PRNMCHLD","12","DON'T KNOW TO VALUE"
"PRNMCHLD","13","REFUSED TO VALUE"
"PRNMCHLD","20","VALUE TO LONGITUDINAL VALUE"
"PRNMCHLD","21","BLANK TO LONGITUDINAL VALUE"
"PRNMCHLD","22","DON'T KNOW TO LONGITUDINAL VALUE"
"PRNMCHLD","23","REFUSED TO LONGITUDINAL VALUE"
"PRNMCHLD","30","VALUE TO ALLOCATED VALUE LONG."
"PRNMCHLD","31","BLANK TO ALLOCATED VALUE LONG."
"PRNMCHLD","32","DON'T KNOW TO ALLOCATED VALUE LONG."
"PRNMCHLD","33","REFUSED TO ALLOCATED VALUE LONG."
"PRNMCHLD","40","VALUE TO ALLOCATED VALUE"
"PRNMCHLD","41","BLANK TO ALLOCATED VALUE"
"PRNMCHLD","42","DON'T KNOW TO ALLOCATED VALUE"
"PRNMCHLD","43","REFUSED TO ALLOCATED VALUE"
"PRNMCHLD","50","VALUE TO BLANK"
"PRNMCHLD","52","DON'T KNOW TO BLANK"
"PRNMCHLD","53","REFUSED TO BLANK"
"PEDIPGED","1","Graduation from high school"
"PEDIPGED","2","GED or other equivalent"
"PEHGCOMP","1","Less than 1st grade"
"PEHGCOMP","2","1st, 2nd, 3rd, or 4th grade"
"PEHGCOMP","3","5th or 6th grade"
"PEHGCOMP","4","7th or 8th grade"
"PEHGCOMP","5","9th grade"
"PEHGCOMP","6","10th grade"
"PEHGCOMP","7","11th grade"
"PEHGCOMP","8","12th grade (no diploma)"
"PECYC","1","Less than 1 year (includes 0 years completed)"
"PECYC","2","The first or Freshman year"
"PECYC","3","The second or Sophomore year"
"PECYC","4","The third or Junior year"
"PECYC","5","Four or more years"
"PEIO1ICD","0","MIN VALUE"
"PEIO1ICD","9999","MAX VALUE"
"PEIO1OCD","0","MIN VALUE"
"PEIO1OCD","9999","MAX VALUE"
"PEIO2ICD","0","MIN VALUE"
"PEIO2ICD","9999","MAX VALUE"
"PEIO2OCD","0","MIN VALUE"
"PEIO2OCD","9999","MAX VALUE"
"PRIMIND1","1","AGRICULTURE, FORESTRY, FISHING, and HUNTING"
"PRIMIND1","2","MINING"
"PRIMIND1","3","CONSTRUCTION"
"PRIMIND1","4","MANUFACTURING - DURABLE GOODS"
"PRIMIND1","5","MANUFACTURING - NON-DURABLE GOODS"
"PRIMIND1","6","WHOLESALE TRADE"
"PRIMIND1","7","RETAIL TRADE"
"PRIMIND1","8","TRANSPORTATION AND WAREHOUSING"
"PRIMIND1","9","UTILITIES"
"PRIMIND1","10","INFORMATION"
"PRIMIND1","11","FINANCE AND INSURANCE"
"PRIMIND1","12","REAL ESTATE AND RENTAL AND LEASING"
"PRIMIND1","13","PROFESSIONAL SCIENTIFIC AND TECHNICAL SERVICES"
"PRIMIND1","14","MANAGEMENT, ADMINISTRATIVE AND WASTE"
"PRIMIND1","15","EDUCATIONAL SERVICES"
"PRIMIND1","16","HEALTH CARE AND SOCIAL ASSISTANCE SERVICES"
"PRIMIND1","17","ARTS, ENTERTAINMENT, AND RECREATION"
"PRIMIND1","18","ACCOMMODATION AND FOOD SERVICES"
"PRIMIND1","19","PRIVATE HOUSEHOLDS"
"PRIMIND1","20","OTHER SERVICES, EXCEPT PRIVATE HOUSEHOLDS"
"PRIMIND1","21","PUBLIC ADMINISTRATION"
"PRIMIND1","22","ARMED FORCES"
"PRIMIND2","1","AGRICULTURE, FORESTRY, FISHING, and HUNTING"
"PRIMIND2","2","MINING"
"PRIMIND2","3","CONSTRUCTION"
"PRIMIND2","4","MANUFACTURING - DURABLE GOODS"
"PRIMIND2","5","MANUFACTURING - NON-DURABLE GOODS"
"PRIMIND2","6","WHOLESALE TRADE"
"PRIMIND2","7","RETAIL TRADE"
"PRIMIND2","8","TRANSPORTATION AND WAREHOUSING"
"PRIMIND2","9","UTILITIES"
"PRIMIND2","10","INFORMATION"
"PRIMIND2","11","FINANCE AND INSURANCE"
"PRIMIND2","12","REAL ESTATE AND RENTAL AND LEASING"
"PRIMIND2","13","PROFESSIONAL, SCIENTIFIC AND TECHNICAL SERVICES"
"PRIMIND2","14","MANAGEMENT, ADMINISTRATIVE AND WASTE"
"PRIMIND2","15","EDUCATIONAL SERVICES"
"PRIMIND2","16","HEALTH CARE AND SOCIAL ASSISTANCE SERVICES"
"PRIMIND2","17","ARTS, ENTERTAINMENT, AND RECREATION"
"PRIMIND2","18","ACCOMMODATION AND FOOD SERVICES"
"PRIMIND2","19","PRIVATE HOUSEHOLDS"
"PRIMIND2","20","OTHER SERVICES, EXCEPT PRIVATE HOUSEHOLDS"
"PRIMIND2","21","PUBLIC ADMINISTRATION"
"PRIMIND2","22","ARMED FORCES"
"PEAFWHN1","1","SEPTEMBER 2001 OR LATER"
"PEAFWHN1","2","AUGUST 1990 TO AUGUST 2001"
"PEAFWHN1","3","MAY 1975 TO JULY 1990"
"PEAFWHN1","4","VIETNAM ERA (AUGUST 1964 TO APRIL 1975)"
"PEAFWHN1","5","FEBRUARY 1955 TO JULY 1964"
"PEAFWHN1","6","KOREAN WAR (JULY 1950 TO JANUARY 1955)"
"PEAFWHN1","7","JANUARY 1947 TO JUNE 1950"
"PEAFWHN1","8","WORLD WAR II (DECEMBER 1941 TO DECEMBER 1946)"
"PEAFWHN1","9","NOVEMBER 1941 OR EARLIER"
"PEAFWHN2","1","SEPTEMBER 2001 OR LATER"
"PEAFWHN2","2","AUGUST 1990 TO AUGUST 2001"
"PEAFWHN2","3","MAY 1975 TO JULY 1990"
"PEAFWHN2","4","VIETNAM ERA (AUGUST 1964 TO APRIL 1975)"
"PEAFWHN2","5","FEBRUARY 1955 TO JULY 1964"
"PEAFWHN2","6","KOREAN WAR (JULY 1950 TO JANUARY 1955)"
"PEAFWHN2","7","JANUARY 1947 TO JUNE 1950"
"PEAFWHN2","8","WORLD WAR II (DECEMBER 1941 TO DECEMBER 1946)"
"PEAFWHN2","9","NOVEMBER 1941 OR EARLIER"
"PEAFWHN3","1","SEPTEMBER 2001 OR LATER"
"PEAFWHN3","2","AUGUST 1990 TO AUGUST 2001"
"PEAFWHN3","3","MAY 1975 TO JULY 1990"
"PEAFWHN3","4","VIETNAM ERA (AUGUST 1964 TO APRIL 1975)"
"PEAFWHN3","5","FEBRUARY 1955 TO JULY 1964"
"PEAFWHN3","6","KOREAN WAR (JULY 1950 TO JANUARY 1955)"
"PEAFWHN3","7","JANUARY 1947 TO JUNE 1950"
"PEAFWHN3","8","WORLD WAR II (DECEMBER 1941 TO DECEMBER 1946)"
"PEAFWHN3","9","NOVEMBER 1941 OR EARLIER"
"PEAFWHN4","1","SEPTEMBER 2001 OR LATER"
"PEAFWHN4","2","AUGUST 1990 TO AUGUST 2001"
"PEAFWHN4","3","MAY 1975 TO JULY 1990"
"PEAFWHN4","4","VIETNAM ERA (AUGUST 1964 TO APRIL 1975)"
"PEAFWHN4","5","FEBRUARY 1955 TO JULY 1964"
"PEAFWHN4","6","KOREAN WAR (JULY 1950 TO JANUARY 1955)"
"PEAFWHN4","7","JANUARY 1947 TO JUNE 1950"
"PEAFWHN4","8","WORLD WAR II (DECEMBER 1941 TO DECEMBER 1946)"
"PEAFWHN4","9","NOVEMBER 1941 OR EARLIER"
"PEPAR2","-1","NO PEPAR2"
"PEPAR2","01","MIN VALUE"
"PEPAR2","16","MAX VALUE"
"PEPAR1","-1","NO PEPAR1"
"PEPAR1","01","MIN VALUE"
"PEPAR1","16","MAX VALUE"
"PECOHAB","-1","NO PARTNER PRESENT"
"PECOHAB","01","MIN VALUE"
"PECOHAB","16","MAX VALUE"
"PEDISEAR","1","Yes"
"PEDISEAR","2","No"
"PEDISEYE","1","Yes"
"PEDISEYE","2","No"
"PEDISREM","1","Yes"
"PEDISREM","2","No"
"PEDISPHY","1","Yes"
"PEDISPHY","2","No"
"PEDISDRS","1","Yes"
"PEDISDRS","2","No"
"PEDISOUT","1","Yes"
"PEDISOUT","2","No"
"PRDASIAN","1","= Asian Indian"
"PRDASIAN","2","= Chinese"
"PRDASIAN","3","= Filipino"
"PRDASIAN","4","= Japanese"
"PRDASIAN","5","= Korean"
"PRDASIAN","6","= Vietnamese"
"PRDASIAN","7","= Other"
"PEPDEMP1","1","YES"
"PEPDEMP1","2","NO"
"PTNMEMP1","01","-74	Number of employees"
"PTNMEMP1","75","employees."
"PEPDEMP2","1","YES"
"PEPDEMP2","2","NO"
"PTNMEMP2","01","-09	Number of employees"
"PTNMEMP2","10","employees."
"PECERT1","1","Yes"
"PECERT1","2","No"
"PECERT2","1","Yes"
"PECERT2","2","No"
"PECERT3","1","Yes"
"PECERT3","2","No"
